Unnamed: 0,Clean_Title,Clean_Author,Title,Author,Genre,Type,Rating,No. of People rated,URLs,Description
4798,god delusion,dawkins richard,The God Delusion : 10th Anniversary Edition,Richard Dawkins,"Age, Spirituality, Religion, New",Paperback,4.6,11506.0,https://www.amazon.in/God-Delusion-Richard-Dawkins/dp/1784161926/ref=zg_bs_g_10533825031_d_sccl_19/000-0000000-0000000?psc=1,"The God Delusion caused a sensation when it was published in 2006. Within weeks it became the most hotly debated topic, with Dawkins himself branded as either saint or sinner for presenting his hard-hitting, impassioned rebuttal of religion of all types. His argument could hardly be more topical. While Europe is becoming increasingly secularized, the rise of religious fundamentalism, whether in the Middle East or Middle America, is dramatically and dangerously dividing opinion around the world. In America, and elsewhere, a vigorous dispute between 'intelligent design' and Darwinism is seriously undermining and restricting the teaching of science. In many countries religious dogma from medieval times still serves to abuse basic human rights such as women's and gay rights. And all from a belief in a God whose existence lacks evidence of any kind. Dawkins attacks God in all his forms. He eviscerates the major arguments for religion and demonstrates the supreme improbability of a supreme being. He shows how religion fuels war, foments bigotry and abuses children. The God Delusion is a brilliantly argued, fascinating polemic that will be required reading for anyone interested in this most emotional and important subject."
6086,outlive,bill gifford,Outlive: The Science and Art of Longevity,Bill Gifford,"Biology, Life, Science, Mathematics, Sciences",Hardcover,4.6,11251.0,https://www.amazon.in/Outlive-Longevity-Peter-Attia-MD/dp/0593236599/ref=zg_bs_g_4149711031_d_sccl_13/000-0000000-0000000?psc=1,An upcoming book to be published by Penguin Random House.
297,dying to be me,anita moorjani,"Dying To Be Me : My Journey from Cancer: My Journey from Cancer, to Near Death, to True Healing",Anita Moorjani,"Accounts, True, Diaries, Biographies",Paperback,4.5,11236.0,https://www.amazon.in/Dying-Me-Journey-Cancer-Healing/dp/938143137X/ref=zg_bs_g_1318067031_d_sccl_18/000-0000000-0000000?psc=1,Reading books is a kind of enjoyment. Reading books is a good habit. We bring you a different kinds of books. You can carry this book where ever you want. It is easy to carry. It can be an ideal gift to yourself and to your loved ones. Care instruction keep away from fire.
310,richest man in babylon,clason george s.,The Richest Man In Babylon - Fingerprint!,George S. Clason,"Strategy, Analysis, Economics, Business",Paperback,4.5,11210.0,https://www.amazon.in/Richest-Man-Babylon-George-Clason/dp/9388144317/ref=zg_bs_g_1318070031_d_sccl_11/000-0000000-0000000?psc=1,"Discover the secrets to financial prosperity in The Richest Man In Babylon by George S. Clason. This timeless guide shares timeless principles of wealth creation, offering practical advice through engaging stories set in ancient Babylon. Enduring guide to financial wisdom! Classic guide to personal finance and wealth accumulation Ancient Babylonian parables that resonate with modern readers Learn the principles of saving, investing, and acquiring wealth Practical financial wisdom for individuals of all income levels Time-tested strategies for financial independence and success"
207,autobiography of yogi,paramahansa yogananda,AUTOBIOGRAPHY OF A YOGI,Paramahansa Yogananda,"Accounts, True, Biographies, Autobiographies, Diaries",Paperback,4.6,11173.0,https://www.amazon.in/Autobiography-Yogi-Paramahansa-Yogananda/dp/8129145367/ref=zg_bs_g_1318065031_d_sccl_8/000-0000000-0000000?psc=1,"Autobiography of a Yogi is the story of the life of Paramahansa Yogananda (January 5, 1893?March 7, 1952) first published in 1946. Born as Mukunda Lal Ghosh in Gorakhpur, India, into a Bengali family, this book takes the reader on a journey into the life of Paramahansa Yogananda and his encounters with spiritual figures of both the East and West. Beginning from his childhood, his family life, to finding his guru and becoming a monk and establishing his teachings of Kriya Yoga meditation, this book allows the reader to see the spiritual yearning of the man and how he realizes that over the years. It draws on both his personal experiences?anecdotes and meetings with eminent spiritual personalities, his association with nineteenth-century master Lahiri Mahasaya who had prophesized the writing of this book?as well as how he travels across America lecturing and establishing his teachings in Los Angeles, California.Autobiography of a Yogi is an introduction to the methods of attaining God-realization and emphasizes the value of Kriya Yoga and a life of self-respect, calmness, determination, simple diet and regular exercise. It has been in print for the last seventy years and has been translated into over forty languages. It has been highly acclaimed as a spiritual classic and is designated as one of the ?100 Most Important Spiritual Books of the 20th Century.?"
4910,romantic comedy,curtis sittenfeld,Romantic Comedy,Curtis Sittenfeld,"Adaptations, Romance",Paperback,4.1,11146.0,https://www.amazon.in/Romantic-Comedy-global-bestselling-AMERICAN/dp/0857527509/ref=zg_bs_g_92041941031_d_sccl_13/000-0000000-0000000?psc=1,"THE SUNDAY TIMES AND NEW YORK TIMES BESTSELLER A Reese's Book Club Pick 2023 'A hilarious, sweet, smart read that you're going to love!' REESE WITHERSPOON 'A rollercoaster of modern love and dating ' STYLIST A TV script writer thinks she's over romance, until an unlikely love interest upends all her assumptions: a humorous, sharp and tender novel from the bestselling author of Eligible , American Wife and Prep. _____________ Life is (not)* a Romantic Comedy... With a series of heartbreaks under her belt, Sally Milz - successful script writer for a legendary late-night TV comedy show - has long abandoned the search for love. But when her friend and fellow writer begins to date a glamorous actress, he joins the growing club of interesting but average-looking men who get romantically involved with accomplished, beautiful women. Sally channels her annoyance into a sketch, poking fun at this 'social rule'. The reverse never happens for a woman. Then Sally meets Noah, a pop idol with a reputation for dating models. But this isn't a romantic comedy - it's real life. Would someone like him ever date someone like her? Skewering all our certainties about why we fall in love, ROMANTIC COMEDY is a witty and probing tale of how the heart will follow itself, no matter what anyone says. It is Curtis Sittenfeld at her most sharp, daring and compassionate best. ----------------- 'One of my all-time favourite authors. A brilliantly written, funny page-turner, I want to read it all again' PANDORA SYKES 'I am obsessed. A warm, wise, magnanimous and extremely funny novel. ROMANTIC COMEDY should be prescribed to anyone needing their mood lifted' ELIZABETH DAY 'Curtis Sittenfeld is in a league of her own' GUARDIAN 'Anyone who reads Sittenfeld will read anything she ever writes ' THE TIMES"
411,invisible women,caroline criado perez,Invisible Women : the Sunday Times number one bestseller exposing the gender bias women face every day,Caroline Criado Perez,"Industries, Economics, Business",Paperback,4.6,11092.0,https://www.amazon.in/Invisible-Women-Exposing-World-Designed/dp/1784706280/ref=zg_bs_g_1318071031_d_sccl_12/000-0000000-0000000?psc=1,"*THE SUNDAY TIMES NUMBER ONE BESTSELLER* ' HELL YES. This is one of those books that has the potential to change things - a monumental piece of research' Caitlin Moran Imagine a world where... · Your phone is too big for your hand · Your doctor prescribes a drug that is wrong for your body · In a car accident you are 47% more likely to be injured. If any of that sounds familiar, chances are you're a woman. From government policy and medical research, to technology, workplaces, and the media. Invisible Women reveals how in a world built for and by men we are systematically ignoring half of the population, often with disastrous consequences. Caroline Criado Perez brings together for the first time an impressive range of case studies, stories and new research from across the world that illustrate the hidden ways in which women are forgotten, and the profound impact this has on us all. Discover the shocking gender bias that affects our everyday lives as discussed in Caroline's new podcast, Visible Women . 'A book that changes the way you see the world' Sunday Times 'Revelatory, frightening, hopeful' Jeanette Winterson"
234,one up on wall street,lynch peter,One Up on Wall Street: How To Use What You Already Know To Make Money in the Market,Peter Lynch,"Accounts, True, Biographies, Autobiographies, Diaries",Kindle Edition,4.5,11046.0,https://www.amazon.in/One-Up-Wall-Street-Already-ebook/dp/B006YDFYW6/ref=zg_bs_g_1318065031_d_sccl_5/000-0000000-0000000?psc=1,"More than one million copies have been sold of this seminal book on investing in which legendary mutual-fund manager Peter Lynch explains the advantages that average investors have over professionals and how they can use these advantages to achieve financial success. America’s most successful money manager tells how average investors can beat the pros by using what they know. According to Lynch, investment opportunities are everywhere. From the supermarket to the workplace, we encounter products and services all day long. By paying attention to the best ones, we can find companies in which to invest before the professional analysts discover them. When investors get in early, they can find the “tenbaggers,” the stocks that appreciate tenfold from the initial investment. A few tenbaggers will turn an average stock portfolio into a star performer. Lynch offers easy-to-follow advice for sorting out the long shots from the no-shots by reviewing a company’s financial statements and knowing which numbers really count. He offers guidelines for investing in cyclical, turnaround, and fast-growing companies. As long as you invest for the long term, Lynch says, your portfolio can reward you. This timeless advice has made One Up on Wall Street a #1 bestseller and a classic book of investment know-how."
332,master your emotions,meurisse thibaut,Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings (Mastery Series Book 1),thibaut  meurisse,"Strategy, Analysis, Economics, Business",Kindle Edition,4.5,11043.0,https://www.amazon.in/Master-Your-Emotions-Practical-Negativity-ebook/dp/B07CX8H6YH/ref=zg_bs_g_1318070031_d_sccl_3/000-0000000-0000000?psc=1,"Have you ever thought… …about your thoughts? Do you have a bias toward the negative? Understanding how negative feelings and emotions work is the first step. Then we must learn how to reprogram those emotions and turn them around. A happier life is possible if you follow the steps. This program works. Over 300,000 copies sold. “ It gives me a place to go to that makes me feel better about my present situation and gives me hope for the future. ” - Kimberly “ My biggest take away so far (I'm not yet finished with the entire book) is that I am NOT my emotions. Emotions come and I - I still am who I am! ” - Itzel You’ll learn: 31 simple coping strategies How to make your emotions work FOR you. A formula to reprogram your mind A free downloadable workbook, and much, much more! The author was an introvert whose shyness kept him from getting the results in life he wanted. When he decided to devote his life to betterment, everything changed. This is his story and how he found joy. It will be the blueprint for your transformation, too. You’ll love this practical, no frills program, because the results are easy to achieve once you’ve decided to Master Your Emotions . Get it now."
6635,dead mountain,donnie eichar,"Dead Mountain: The Untold True Story of the Dyatlov Pass Incident: 25 Makeup Looks for Day, Night, and Everything In Between!",Donnie Eichar,"Active, Outdoor, Pursuits, Sports",Paperback,4.3,11026.0,https://www.amazon.in/Dead-Mountain-Dyatlov-Incident-Everything/dp/1452140030/ref=zg_bs_g_1318225031_d_sccl_12/000-0000000-0000000?psc=1,"A New York Times and Wall Street Journal Nonfiction Bestseller! — What happened that night on Dead Mountain?The mystery of Dead Mountain: In February 1959, a group of nine experienced hikers in the Russian Ural Mountains died mysteriously on an elevation known as Dead Mountain. Eerie aspects of the mountain climbing incident—unexplained violent injuries, signs that they cut open and fled the tent without proper clothing or shoes, a strange final photograph taken by one of the hikers, and elevated levels of radiation found on some of their clothes—have led to decades of speculation over the true stories and what really happened.As gripping and bizarre as Hunt for the Skin Walker: This New York Times bestseller, Dead Mountain: The Untold True Story of the Dyatlov Pass Incident, is a gripping work of literary nonfiction that delves into the untold story of Dead Mountain through unprecedented access to the hikers' own journals and photographs, rarely seen government records, dozens of interviews, and the author's retracing of the hikers' fateful journey in the Russian winter.You'll love this real-life tale: Dead Mountain is a fascinating portrait of young adventurers in the Soviet era, and a skillful interweaving of the hikers' narrative, the investigators' efforts, and the author's investigations. Here for the first time is a historical nonfiction bestseller with the real story of what happened that night on Dead Mountain."
5557,resisting mr. kane,lucas rosa,Resisting Mr. Kane: An Age Gap Office Romance (The London Mister Series Book 2),Rosa Lucas,"Adult, New, Romance, College",Kindle Edition,4.5,10984.0,https://www.amazon.in/Resisting-Mr-Kane-Office-Romance-ebook/dp/B09X3DKLSZ/ref=zg_bs_g_92041934031_d_sccl_4/000-0000000-0000000?psc=1,"He was the grumpy, gorgeous-as-hell older stranger with piercing blue eyes fixated on me. Annoyed. The perfect candidate for a holiday fling. You’re hired. It was my final summer of fun before I moved to London to start my trainee contract at Madison Legal, London's most elite law firm. Three of the steamiest nights of my life … until it ended in heartbreak. A few months later, you can imagine my shock when the CEO welcomes the new trainees. It's not until he’s halfway up the room that my blood runs cold. The jeans and T-shirt have been replaced by an expensive tailored suit — but I know exactly what’s underneath it. Maybe he doesn't remember me. He's probably had a million flings since then … But when those intense eyes collide with mine, my heart stops. Oh. He recognizes me all right. Resisting Mr. Kane is a steamy, dual-point-of-view, standalone, romantic comedy with heat, banter and a happily ever after."
2394,how not to die cookbook,greger michael,The How Not To Die Cookbook,Michael Greger,"Food, Entertaining, Lifestyle, Drink, Crafts, Home",Paperback,4.6,10954.0,https://www.amazon.in/How-Not-Die-Cookbook-Recipes/dp/1529010810/ref=zg_bs_g_1318120031_d_sccl_15/000-0000000-0000000?psc=1,"From the author of the global bestseller How Not To Die comes The How Not To Die Cookbook – a lavish, beautifully illustrated collection of delicious recipes based on the groundbreaking nutritional science of the original book. Dr Michael Greger, founder of the wildly popular website NutritionFacts, takes his comprehensive, lifesaving science into the kitchen. Why suffer from disease and ill health when the right food is proven to keep you healthy, and without the side effects of drugs? We can avoid heart disease, cancer and our other biggest killers if we use food as medicine, and the How Not To Die Cookbook offers a sustainable and delicious guide to preparing and eating the foods that will prevent and reverse fatal diseases.Featuring over 100 easy-to-follow, beautifully photographed plant-based recipes, with plenty of recipes suitable for vegetarians and vegans, the How Not To Die Cookbook merges cutting-edge science with everyday ingredients from the supermarket to help you and your family eat your way to better health and a longer life.All recipes in this cookbook have been fully anglicized."
3944,black & white board book,hoban tana,Black & White Board Book,Tana Hoban,"Fiction, Short, Stories, Literature",Board book,4.5,10903.0,https://www.amazon.in/Black-White-Board-Book-Hoban/dp/0061172111/ref=zg_bs_g_1318170031_d_sccl_15/000-0000000-0000000?psc=1,"Share this book with the baby in your life. Perfect for tummy time!From the eminent photographer and acclaimed book creator Tana Hoban, this bestselling accordion-style foldout book is sturdy enough to stand by itself and features fourteen bold black-and-white high-contrast images to engage babies and very young children.Tana Hoban’s books are beloved by teachers, librarians, parents, and readers. A perfect gift for new parents and babies.Before they are able to clearly see colors, babies respond to the strong contrast between black and white, which makes this the perfect first book for young, developing brains. Experiencing bold black-and-white contrast helps stimulate development in the retina and the optic nerve.This sturdy accordion-style foldout book features high-contrast art from two bestselling Tana Hoban board books: Black on White and White on Black. These classic and popular books have sold more than one million copies.About Black on White and White on Black, Publishers Weekly said, “Hoban’s compositions are so supple and her layouts so well balanced that she casts kind of a spell . . . magical.”"
51,artist's way,cameron julia,THE ARTIST'S WAY,Julia Cameron,"Music, Arts, Photography, Film",Paperback,4.5,10871.0,https://www.amazon.in/ARTISTS-WAY-Julia-Cameron/dp/1788164296/ref=zg_bs_g_1318059031_d_sccl_2/000-0000000-0000000?psc=1,"Since its first publication, The Artist's Way has inspired the genius of Elizabeth Gilbert, Tim Ferriss and millions of readers to embark on a creative journey and find a deeper connection to process and purpose. Julia Cameron guides readers in uncovering problems and pressure points that may be restricting their creative flow and offers techniques to open up opportunities for self-growth and self-discovery. The program begins with Cameron's most vital tools for creative recovery: The Morning Pages and The Artist Date. From there, she shares hundreds of exercises, activities, and prompts to help readers thoroughly explore each chapter. A revolutionary programme for personal renewal, The Artist's Way will help get you back on track, rediscover your passions, and take the steps you need to change your life."
3330,love yourself like your life depends on it,kamal ravikant,Love Yourself Like Your Life Depends on It: The positive self-help phenomenon,Kamal Ravikant,"Textbooks, Education, Higher, Social, Sciences",Paperback,4.4,10850.0,https://www.amazon.in/Love-Yourself-Like-Your-Depends/dp/0008374708/ref=zg_bs_g_4149727031_d_sccl_1/000-0000000-0000000?psc=1,"The bestselling self-published phenomenon addressing our urgent need for self-love in the world today.Now expanded with new reader oriented lessons, and a powerful and transformative personal story of the practice in action.Kamal Ravikant knows misery well. In 2011, the company Kamal had spent the last ten years of his life nurturing and growing, suddenly and embarrassingly went under. He experienced a profound depression, the kind that made him physically ill and bedridden. The only source of light in this darkest moment was a meditation, a chant that came to him and provided the only source of comfort he could muster: I love myself.Kamal began his transformational journey by repeating this over and over to himself. I love myself. I love myself. I love myself. Even when he didn’t believe it (especially when he didn’t believe it).This meditation grew in the form of a system of tools for keeping him positive, balanced, and moving forward. Kamal’s spiritual healing changed his physical and emotional states, and his entire person shifted for the better.Love Yourself Like Your Life Depends On It is the powerful story of Kamal’s radical self-growth journey and his specific practice for readers. Dynamic, vulnerable, page-turning and ultimately life-changing, these pages hold a universal appeal for anyone who has ever struggled to get out of bed in the morning or smile through profound sadness."
7541,concept of physics by h.c verma part,h.c. verma,Concept of Physics by H.C Verma Part - II - Session 2022-23,H.C. Verma,"Adult, Education, Teen, Young, Reference",Paperback,4.6,10828.0,https://www.amazon.in/Concept-Physics-Part-2-2018-2019-Session/dp/8177092324/ref=zg_bs_g_67803444031_d_sccl_14/000-0000000-0000000?psc=1,"Concepts of Physics explains the different theories and concepts in an easy-to-understand way, making it popular among students. H. C. Verma s book is an all-inclusive theoretical and conceptual guide that covers a vast range of topics. It is an ideal book not only for pre-college students but also for those appearing for competitive exams in the field of engineering and medicine. It is a book that aims to comprehensively guide the students in various aspects of physics thus, making them fully equipped to answer any type of questions that may come in the exams. Volume 2 of the Concepts of Physics starts with a chapter on Heat and Temperature. It moves on to explain the Kinetic Theory of Gases. The concepts of Calorimetry, Law of Thermodynamics, Heat Transfer, Specific Heat Capacities of Gases are discussed in the subsequent chapters. There are separate chapters on Gauss s Law, Electric Field and Potential, and Capacitors. The book also features chapters and detailed explanations on Electric Current in Conductors, Thermal and Chemical effects of Electric Current, and Magnetic Field. The author also elucidates on the concept of Permanent Magnets, Electromagnetic Induction and Electromagnetic Waves. He further stresses on the Magnetic Field due to a current, Magnetic Properties of Matter, Alternating Current and Electric Current through Gases. In the last chapters of the book, the author details out on Bohr s Model and Physics of the Atom, Photoelectric Effect and Wave Particle Duality, X-rays, The Nucleus, Theory of Relativity and, Semiconductors and Semiconductor Devices. Each chapter has been intricately dealt with in the book. It is an ideal study book for all kinds of competitive exams like IIT-JEE and different types of state level exams for engineering and medicine."
3026,house of leaves,danielewski mark z.,House of Leaves: The Remastered Full-Color Edition,Mark Z. Danielewski,"Fiction, Horror, Fantasy, Science",Paperback,4.6,10671.0,https://www.amazon.in/House-Leaves-Remastered-Mark-Danielewski/dp/0375703764/ref=zg_bs_g_1318165031_d_sccl_27/000-0000000-0000000?psc=1,"This book, Mark Z. Danielewski's experimental first novel, has been shortlisted for the Guardian First Book Award, which aims to recogise and reward new writing across fiction and non-fiction. A special report featuring reviews, extracts and online resources for all the titles, plus talkboards and an online poll can be found [online]."
657,"brain games for clever kids [] moore, gareth",gareth moore,"BRAIN GAMES FOR CLEVER KIDS [Paperback] Moore, Gareth",Gareth Moore,"Interests, Books, Children, s, Crafts, Hobbies, Practical",Paperback,4.3,10554.0,https://www.amazon.in/BRAIN-GAMES-CLEVER-Paperback-Gareth/dp/1780552491/ref=zg_bs_g_1318075031_d_sccl_8/000-0000000-0000000?psc=1,"This book is brimming with memory, word and number workouts, codes, battleships and mind-bending spot the differences, as well as Japanese puzzles including hanjie, kakuro, futoshiki, sudoku and lots more. Conveniently compact for travelling, this book is perfect for bright young enthusiasts and is sure to keep kids engaged and entertained. Let the brain games begin!"
10,one day,david nicholls,One Day,David Nicholls,"Arts, Photography, Broadcast, Cinema, Film",Audible Audiobook,4.2,10550.0,https://www.amazon.in/One-Day/dp/B079P515NK/ref=zg_bs_g_1318054031_d_sccl_11/000-0000000-0000000?psc=1,"He is Dexter Mayhew, tall, dark, and (she can't deny it) handsome. She is Emma Morley, bottled red hair, wilfully badly dressed, all principles and no action. Could this be the dawn of the rest of their lives? Or are Dex and Em living proof that - despite an unlikely beginning - men and women really can be just good friends?"
6278,lifespan,a. david sinclair,Lifespan : Why We Age – and Why We Don’t Have To: Why We Age – and Why We Don’t Have To,David A. Sinclair,"Biology, Life, Technology, Sciences, Medicine",Paperback,4.5,10499.0,https://www.amazon.in/Lifespan-Why-Age-Dont-Have/dp/0008380325/ref=zg_bs_g_1318206031_d_sccl_5/000-0000000-0000000?psc=1,"In this paradigm-shifting book from acclaimed Harvard Medical School doctor and one of TIME magazines 100 most influential people on earth, Dr. David Sinclair reveals that everything we think we know about ageing is wrong, and shares the surprising, scientifically-proven methods that can help readers live younger, longer. For decades, the medical community has looked to a variety of reasons for why we age, and the consensus is that no one dies of old age; they die of age-related diseases. That's because ageing is not a disease  it is inevitable. But what if everything you think you know about ageing is wrong? What if ageing is a disease? And that disease is curable. In THE EVOLUTION OF AGEING, Dr. David Sinclair, one of the worlds foremost authorities on genetics and ageing, argues just that. He has dedicated his lifes work to chasing more than a longer lifespan  he wants to enable people to live longer, healthier, and disease-free well into our hundreds. In this book, he reveals a bold new theory of ageing, one that pinpoints a root cause of ageing that lies in an ancient genetic survival circuit. This genetic trick  a circuit designed to halt reproduction in order to repair damage to the genome has enabled earths early microcosms to survive and evolve into more advanced organisms. But this same survival circuit is the reason we age: as genetic damage accumulates over our lifespans from UV rays, environmental toxins, and unhealthy diets, our genome is overwhelmed, causing gray hair, wrinkles, achy joints, heart issues, dementia, and, ultimately, death. But genes arent our destiny; we have more control over them than weve been taught to believe. We cant change our DNA, but we can harness the power of the epigenome to realise the true potential of our genes. Drawing on his cutting-edge findings at the forefront of medical research, Dr. Sinclair will provide a scientifically-proven roadmap to reverse the genetic clock by activating our vitality genes, so we can live younger longer. Readers will discover how a few simple lifestyle changes  like intermittent fasting, avoiding too much animal protein, limiting sugar, avoiding x-rays, exercising with the right intensity, and even trying cold therapy  can activate our vitality genes. Dr. Sinclair ends the book with a look to the near future, exploring what the world might look like  and what will need to change  when we are all living well to 120 or more. Dr. Sinclair takes what we have long accepted as the limits of human potential and mortality and turns them into choices. LIFESPAN is destined to be the biggest book on genes, biology, and longevity of this decade."
3627,reaper,runyx,The Reaper: An Enemies to Lovers Dark Romance (Dark Verse Book 2),RuNyx,"Thriller, Mystery, Literature, Crime, Fiction",Kindle Edition,4.7,10245.0,https://www.amazon.in/Reaper-Dark-Verse-Book-ebook/dp/B08CSXT48G/ref=zg_bs_g_1318161031_d_sccl_28/000-0000000-0000000?psc=1,"What happens when the untameable wind and the endless sea collide in the dark of the night? Tristan 'The Predator' Caine had been unprepared for Morana Vitalio. After spending his entire life with a vow he broke on a rainy night, he finds himself torn in a battle between his painful past and an uncertain future. The only thing he knows? Her life still belongs to him. For Morana, the line between enemies and allies has blurred. Everything she once held dear to her has disintegrated and the unknown gapes at her, leaving her with both her freedom and life on the line in enemy territory. The only thing she knows? His life has always belonged to her. With twenty years of history tying them to each other, Tristan and Morana begin their hunt for the truth together. And they realize that the mystery of the missing girls is just the tip of the iceberg. Skeletons are uncovered. Dominoes begin to fall. A storm is born."
2694,suspects,danielle steel,"Suspects: A thrilling, high stakes drama from the billion copy bestseller",Danielle Steel,"Suspense, Thriller, Mystery, Crime, Thrillers",Paperback,4.5,10182.0,https://www.amazon.in/Suspects-Danielle-Steel/dp/1529022029/ref=zg_bs_g_22960213031_d_sccl_15/000-0000000-0000000?psc=1,"A dedicated CIA agent becomes an unexpected ally to a woman haunted by the kidnapping of her family, in Suspects, a thrilling novel from international number one bestselling author Danielle Steel. Theodora Morgan is fashion royalty. Founder of a wildly popular online shopping service, she is one of the most successful businesswomen in the world, although she prefers to keep a low profile, especially in recent months. It was a year ago when the unthinkable struck her family: her husband, industry mogul Matthieu Pasquier, and their son were kidnapped and held for ransom – a nightmare that ended in tragedy. The case has gone cold, despite evidence linking the crime to Matthieu’s foreign competitors. Theo has reluctantly gone back to work running her company. On the flight to a launch party for one of her highly anticipated pop-up shops in New York City, she crosses paths with high-society ‘networkist’ Pierre de Vaumont. Theo politely invites him to her event – unaware that Pierre has been flagged by the CIA. Senior supervising CIA operative Mike Andrews investigates Pierre’s suspicious foreign contacts and clears him to enter the country, but when he realizes that Theodora Morgan is on the same flight, he becomes concerned for her safety. Posing as a lawyer, Mike begins a covert mission – starting with Theo’s opening party. When Mike and Theo meet, their connection is instant, but Theo is completely unaware of Mike’s true objective or identity . . . or that the life she is rebuilding is in grave danger."
5603,tyrant alpha's rejected mate ( five packs book 1),c. cate wells,The Tyrant Alpha's Rejected Mate (The Five Packs Book 1),Cate C. Wells,"Paranormal, Romance",Kindle Edition,4.3,10027.0,https://www.amazon.in/Tyrant-Alphas-Rejected-Mate-Packs-ebook/dp/B09GPTD93W/ref=zg_bs_g_89265410031_d_sccl_30/000-0000000-0000000?psc=1,"He rejected me, and then he realized I’m the center of his world. Bummer. Una I keep my head down. In this backwards pack, females rank low, and my bad leg makes me damaged goods. It doesn’t help that I’ve never shifted. I don’t mind the late twenties single life, though. No one’s paying any attention as I build an illicit farmer’s market empire. My roomies and I are doing it for ourselves, and if life under Killian Kelly is stifling, at least it’s predictable. We can deal. But when biology finally kicks in, I lose my mind. I claim our alpha as my mate. And he rejects me in front of the whole pack. It’s all good. It only hurts when I breathe. I’ll survive. That’s what I do. Who wants an arrogant jerk for a mate, anyway? I’ve got a business to run. Killian To lead this pack out of the dark ages, I’ve had to be hard. Merciless. I don’t flinch, and I don’t make mistakes. Una Hayes isn’t my mate. My wolf might have some kind of strange infatuation, but if she were mine, I’d know it. And I can walk away, can’t I? And if I keep coming back? If she starts living in my head? I’m the strongest male in five generations. My pack scrambles to do my bidding. I can bring one quiet female back in line. No one can possibly be as stubborn as I am. There’s no way I’ve ruined the best thing that’s ever happened to me. I’m the Quarry pack alpha. I don’t lose. The Tyrant Alpha’s Rejected Mate is a full-grown shifter romance. No cheating. HEA guaranteed. Intended for adult readers only."
3913,worst wingman ever ( improbable meet,abby jimenez,Worst Wingman Ever (The Improbable Meet-Cute collection),Abby Jimenez,"Fiction, Short, Stories, Literature",Kindle Edition,4.2,10000.0,https://www.amazon.in/Worst-Wingman-Improbable-Meet-Cute-collection-ebook/dp/B0CL7H4JD9/ref=zg_bs_g_1318170031_d_sccl_14/000-0000000-0000000?psc=1,"They’re falling in love, yet they’ve never met. Maybe fate can intervene in a heartwarming “what-if” short story about new beginnings by the New York Times bestselling author of Yours Truly . Holly is dealing with the impending death of her grandmother and still reeling from a bad breakup. One bright spot: a Valentine’s Day card on Holly’s windshield—even if it wasn’t meant for her. An amusing mistake soon turns into a lovely exchange of anonymous notes, little acts of kindness, and a growing affection between two strangers. What happens when one of them has to say goodbye? Abby Jimenez’s Worst Wingman Ever is part of The Improbable Meet-Cute , irresistibly romantic stories about finding love when and where you least expect it. They can be read or listened to in one sitting. Let’s make a date of it."
7290,range,(journalist) david epstein,Range: How Generalists Triumph in a Specialized World,(Journalist) David Epstein,"Coaching, Training, Sports",Kindle Edition,4.4,9897.0,https://www.amazon.in/Range-Generalists-Triumph-Specialized-World-ebook/dp/B07M6QPRRG/ref=zg_bs_g_1318279031_d_sccl_13/000-0000000-0000000?psc=1,"'A goldmine of surprising insights. Makes you smarter with every page' – James Clear, author of Atomic Habits The fifth-anniversary edition of the instant Sunday Times bestseller, as featured on Diary of a CEO . The essential guide to improving your performance, and a powerful playbook for success in any field: develop range while everyone around you is rushing to specialize. You may have been taught that success in any field requires early specialization, and 10,000 hours of deliberate practice. If you only dabble or delay, you'll never catch up with those who got a head start. This is completely wrong. In this landmark book, David Epstein shows you that the way to succeed is by sampling widely, gaining a breadth of experiences, taking detours, experimenting relentlessly and juggling many interests. Studying the world's most successful athletes, artists, musicians, inventors and scientists, Epstein demonstrates how generalists often find their path relatively late, and they juggle many interests rather than focusing on one. Range has challenged the status quo, reshaped career paths, inspired parents and changed lives. Read it to learn how to be more creative, more agile, and more capable of making the connections that your more specialized peers cannot see. ‘If you're a generalist who has ever felt overshadowed by your specialist colleagues, this book is for you' – Bill Gates, founder of Microsoft Shortlisted for the Financial Times and McKinsey Business Book of the Year Award 2019 'I loved Range ' – Malcolm Gladwell, author of Outliers"
6567,gift of fear,becker de gavin,The Gift of Fear,Gavin de Becker,"Services, Social, Welfare, Society, Sciences",Paperback,4.6,9896.0,https://www.amazon.in/Gift-Fear-Survival-Signals-Violence/dp/0747538352/ref=zg_bs_g_1318221031_d_sccl_14/000-0000000-0000000?psc=1,"Written by the man Oprah Winfrey calls the US' leading expert on violent behaviour, this work shows you how to spot even subtle signs of danger - before it's too late. It offers specific ways to protect yourself and those you love, including: how to act when approached by a stranger; and when you should fear someone close to you."
